order_id,ma_don,ma_cua_hang,ngay,ten_khach,so_dien_thoai,thanh_tien,nhan_vien,ghi_chu
3566,MM002-0136,MM002,11/02/2026,Phạm Văn Thắng,0822635028,114.000đ,Chị Hoa,
3567,MM017-0138,MM017,18/04/2026,Phạm Văn Thắng,84822635028,7191000,Chị Hà,
3568,HD00171,MM019,2026.02.07,Phạm Kim Lan,0868192545,5990000,Chị Duy,
3569,HD00147,MM010,17/09/2024,Phạm Kim Lan,0868192545,6490000,Anh Khoa,Đã xuất hóa đơn VAT
3570,HD00139,MM017,14/08/2026,Lê Kim Hạnh,0936 862 185,36081000,Anh Ngân,Trả góp 0%
3571,MM022-0156,MM022,16-10-24,Lê Kim Hạnh,84936862185,7990000,Anh Như,Đã xuất hóa đơn VAT
3572,MM008-0170,MM008,26/07/2025,Lê Kim Hạnh,0936862185,8855500,Chị Vy,
3573,HD00164,MM011,05/05/2025,Võ Tuấn Thắng,0904105766,12980000,Chị Vy,
3574,HD00137,MM002,02/09/2024,Phạm Gia Mỹ,0323202954,39355500,Anh Vy,Đã xuất hóa đơn VAT
3575,MM017-0140,MM017,10-8-26,Nguyễn Đức Bình,0399055185,2990000,Anh Hiếu,
3576,MM019-0172,MM019,24/07/2026,Hoang Thanh Ngan,0346966699,56970000,Chị Hải,
3577,HD00156,MM001,22/07/2024,Đỗ Ngọc Thu,84357894927,427500,Anh Vy,
3578,HD00151,MM021,23/12/2024,Trần Hữu Hiếu,84775977605,21840500,Chị Lan,Đã xuất hóa đơn VAT
3579,MM015-0153,MM015,16-10-24,Dương Minh Quyên,0322298469,73980000,,Khách hẹn lấy sau
3580,HD00140,MM003,06/05/2026,Duong Minh Quyen,0322298469,640000,Chị Trang,Đã xuất hóa đơn VAT
3581,MM015-0154,MM015,23/02/2026,Dương Minh Quyên,0322298469,11980000,Anh Mai,Khách hẹn lấy sau
3582,MM013-0134,MM013,14-1-25,Tran Thanh Lan,0987192169,11805000,Chị Ngân,Khách hẹn lấy sau
3583,HD00173,MM019,05/05/2026,Huỳnh Gia Tâm,,5990000,Chị Duy,
3584,HD00139,MM005,18/04/2026,Hoàng Bảo Nam,0886395469,6165500,Chị Cường,
3585,MM003-0141,MM003,2026.02.26,Lê Xuân Linh,0904456269,9490000,Anh Phương,
3586,MM017-0141,MM017,13/04/2026,Lê Kim Trang,84370993796,4380000,Anh Yến,
3587,HD00138,MM002,5-2-26,Vũ Hữu An,0975003977,18040500,Chị Hoa,Khách hẹn lấy sau
3588,HD00152,MM021,2025.11.06,Phạm Văn Ngân,0398682655,590000,Anh Đạt,Trả góp 0%
3589,MM018-0161,MM018,6-3-26,Lý Gia Khánh,0903496864,22990000,Chị Huy,
3590,HD00148,MM016,9-11-24,Võ Văn An,0356565674,15980000,Anh Hoa,Đã xuất hóa đơn VAT
3591,MM024-0139,MM024,2026.05.24,Vo Van An,84356565674,31330500,Chị Vinh,
3592,MM011-0165,MM011,22-9-24,Võ Văn An,0356565674,39781000,Chị Yến,Trả góp 0%
3593,HD00135,MM013,3-4-25,Võ Kim Tú,0860419407,8991000,Anh Linh,
3594,HD00162,MM018,03/07/2024,Huỳnh Ngọc Phong,84327316414,26980000,Chị Tuyết,Đã xuất hóa đơn VAT
3595,HD00139,MM006,19-6-25,Phạm Gia Vinh,0372951442,7590500,Anh Huy,
3596,HD00136,MM004,28/01/2025,Ngô Anh Sơn,0828354416,11990000,Anh Nga,
3597,HD00136,MM013,2026.02.19,Ngô Anh Sơn,0828354416,22581000,Chị Sơn,
3598,HD00145,MM020,15-2-26,Ngô Anh Sơn,0828354416,250000,Anh Lâm,
3599,MM013-0137,MM013,2026.05.18,Ngô Anh Sơn,0828354416,750000,Chị Lâm,
3600,HD00157,MM001,2025.10.22,Ngo Gia Thu,0968257560,9015500,Anh Lan,Trả góp 0%
3601,HD00138,MM013,09/10/2024,Duong Ngoc Hoa,84765015393,6165500,Chị Nam,Trả góp 0%
3602,HD00157,MM022,20-2-25,HUỲNH BẢO HUY,0904560917,9490000,Anh Quyên,Khách hẹn lấy sau
3603,MM016-0149,MM016,11-7-25,Vũ Tuấn Giang,0816291025,36990000,Chị An,
3604,HD00171,MM008,2025.01.20,Nguyễn Hữu Linh,0880900948,32171000,Chị Hiếu,
3605,MM023-0154,MM023,29/11/2025,NGÔ ANH NAM,84833811902,8083800,Chị Cường,
3606,MM014-0166,MM014,24-12-25,Bùi Minh Yến,0701365981,27990000,Chị Sơn,Đã xuất hóa đơn VAT
3607,HD00163,MM018,24/09/2025,Nguyễn Thị Khoa,0344 905 668,12005500,Chị Quân,Đã xuất hóa đơn VAT
3608,MM004-0137,MM004,03/05/2025,Bùi Kim Vinh,0979318088,35140500,Anh Yến,
3609,HD00148,MM010,04/09/2024,Duong Bao Giang,0842903049,10791000,,
3610,HD00150,MM016,30/10/2024,Dương Bảo Giang,0842903049,10580500,Anh Đạt,Trả góp 0%
3611,HD00151,MM016,2025.12.16,Dương Bảo Giang,0842903049,225000,Anh Lan,
3612,HD00140,MM006,2-2-26,PHẠM XUÂN HÀ,0896102183,750000,Anh Trung,Khách hẹn lấy sau
3613,HD00142,MM017,17/01/2025,Phạm Xuân Hà,84896102183,40830500,Chị Vy,Khách hẹn lấy sau
3614,MM014-0167,MM014,25/04/2025,Dương Văn Nga,0369812955,3490000,Chị Mỹ,
3615,MM019-0174,MM019,06/06/2026,Đỗ Gia Mỹ,0378847048,3490000,Anh Tú,
3616,MM011-0166,MM011,27/10/2025,Đỗ Gia Mỹ,0378847048,14980000,Anh Đạt,
3617,HD00146,MM020,31/03/2026,Nguyễn Xuân Phúc,0964598520,28181000,Anh Huy,
3618,HD00167,MM011,16/06/2025,Hoàng Bảo Cường,0836988015,37980000,Anh Như,Đã xuất hóa đơn VAT
3619,HD00168,MM014,30-9-24,Hoang Bao Cuong,0836988015,5990000,Anh Lan,
3620,MM015-0155,MM015,08/01/2026,Hoàng Hoài Cường,0936519106,8982000,Anh Quyên,Khách hẹn lấy sau
3621,MM018-0164,MM018,2024.08.15,Hoàng Hoài Cường,0936519106,11230500,Anh Bình,Trả góp 0%
3622,HD00149,MM010,26/10/2025,ĐẶNG MINH DUY,84394199192,7590500,Anh Yến,Trả góp 0%
3623,HD00158,MM001,2025.08.25,Lê Quang Thảo,0860363449,39860500,Anh Giang,
3624,MM022-0158,MM022,09/06/2026,Lê Quang Thảo,0860363449,14170000,Chị Hiếu,
3625,HD00143,MM017,29/12/2024,Lê Quang Thảo,0860363449,36990000,Chị Hiếu,Đã xuất hóa đơn VAT
3626,MM003-0142,MM003,14-9-24,Vo Xuan Oanh,0988 727 367,34182000,Anh Khánh,Trả góp 0%
3627,MM022-0159,MM022,2026.07.29,Ngô Quang Thảo,0396464152,9490000,Anh Mai,Khách hẹn lấy sau
3628,HD00135,MM012,14/03/2026,NGÔ QUANG THẢO,0396464152,35140500,Chị Quân,
3629,HD00136,MM012,2024.08.20,Đặng Thị Mai,0761481912,675000,Anh Đạt,
3630,HD00150,MM010,9-9-25,Vu Ngoc Trang,84867483942,190000,Chị Cường,
3631,MM015-0156,MM015,23/09/2025,Vu Ngoc Trang,0867483942,2490000,Anh Quyên,Đã xuất hóa đơn VAT
3632,HD00140,MM005,13/10/2024,Vũ Ngọc Trang,0867483942,3990000,Anh Mai,
3633,MM015-0157,MM015,07/10/2025,Đỗ Thị Cường,0774934174,6490000,Chị Huy,
3634,HD00139,MM002,18/08/2026,Trần Xuân Nga,0932380833,10740000,Chị Vy,
3635,HD00175,MM019,03/10/2025,Vũ Đức Quyên,0703189654,6490000,Anh Yến,
3636,MM018-0165,MM018,2025.12.01,Vũ Hữu Hoa,0341265458,9015500,Chị Ngân,
3637,MM022-0160,MM022,13-6-25,Dương Xuân Tuyết,84703410116,2990000,Anh Tú,Khách hẹn lấy sau
3638,MM005-0141,MM005,16-11-24,Bùi Xuân Quyên,0946914825,11390500,Chị Vinh,
3639,MM007-0143,MM007,4-1-25,Trần Kim Quyên,0346065606,4360500,Anh Mai,
3640,MM022-0161,MM022,2025.06.05,Hoàng Thị Hoa,,1890000,Anh Yến,
3641,HD00172,MM008,08/01/2026,Hoang Thi Hoa,0799579230,6631000,Anh Như,
3642,HD00168,MM011,18/04/2026,Vo Tuan Khoa,0341666994,9490000,Chị Hà,Trả góp 0%
3643,MM018-0166,MM018,05/04/2025,Huỳnh Bảo Tuyết,0327972664,2691000,Anh Yến,Đã xuất hóa đơn VAT
3644,HD00139,MM013,2026.04.03,Vo Ngoc Yen,0792305480,30980000,Chị Thu,Trả góp 0%
3645,MM010-0151,MM010,2026.08.28,Ngô Thị Long,0842585843,41382000,Anh Khánh,Khách hẹn lấy sau
3646,HD00140,MM002,4-6-26,Nguyen Anh Huy,0852479434,9610000,Chị Giang,
3647,HD00158,MM015,28-11-25,Đặng Bảo Vinh,0323156589,2241000,Anh Huy,Trả góp 0%
3648,HD00159,MM015,01/05/2026,Đặng Bảo Vinh,0323156589,2691000,Anh Mai,Trả góp 0%
3649,MM014-0169,MM014,26/11/2025,Vũ Bảo Hoa,0765704615,5990000,Anh Đạt,Khách hẹn lấy sau
3650,MM001-0159,MM001,23/08/2026,Hoang Bao Cuong,0831539502,120000,Chị Sơn,Đã xuất hóa đơn VAT
3651,MM003-0143,MM003,18-2-26,HOÀNG BẢO CƯỜNG,0831539502,5690500,Anh Lan,
3652,MM017-0144,MM017,11-10-25,Lê Bảo Nam,0919558299,21840500,Anh Đạt,Khách hẹn lấy sau
3653,MM010-0152,MM010,20/08/2024,Lê Bảo Nam,0919558299,7990000,Chị Vy,Trả góp 0%
3654,HD00142,MM005,23/07/2025,LÊ BẢO NAM,0919558299,11990000,Anh Quyên,
3655,MM022-0162,MM022,29/06/2026,Huỳnh Hoài Huy,0894732265,33541000,Anh Tú,Đã xuất hóa đơn VAT
3656,HD00176,MM019,21/04/2025,Vũ Anh Hải,0916 313 757,225000,Chị Ngân,
3657,HD00145,MM017,25/01/2026,Vu Anh Hai,84916313757,250000,Anh Tú,Đã xuất hóa đơn VAT
3658,MM007-0144,MM007,2025.09.20,VŨ ANH HẢI,0916313757,2691000,Anh Thu,Đã xuất hóa đơn VAT
3659,HD00145,MM007,31/08/2024,Huỳnh Kim Linh,0328733351,320000,Chị Tuyết,Trả góp 0%
3660,HD00155,MM023,24/11/2025,Nguyễn Kim Trung,0786149543,8465000,Anh Thu,Khách hẹn lấy sau
3661,HD00140,MM013,29/07/2025,Nguyen Kim Trung,0786149543,6490000,Chị Quân,
3662,MM019-0177,MM019,28/08/2026,Vo Van Nhung,0373337087,31990000,Chị Vinh,
3663,HD00144,MM003,24/07/2024,Võ Thanh Tâm,0383196545,6785500,Anh Tú,Trả góp 0%
3664,MM003-0145,MM003,17/04/2026,Bùi Hữu Đạt,0706040750,27990000,Chị Lâm,
3665,HD00147,MM020,2025.08.17,Bui Hoai Tuyet,84932209546,18990000,Chị Huy,Trả góp 0%
3666,HD00143,MM005,16/09/2025,Bùi Hoài Tuyết,0932209546,2990000,Anh Tâm,
3667,MM009-0168,MM009,29/05/2025,Vũ Hữu Yến,0917272373,30390500,Chị Ngân,Khách hẹn lấy sau
3668,HD00178,MM019,05/08/2026,Vũ Hữu Yến,84917272373,6490000,Chị Tuyết,
3669,HD00144,MM005,14/12/2024,Bùi Tuấn Sơn,0858 611 054,6490000,Chị Nga,Khách hẹn lấy sau
3670,HD00137,MM012,2026.08.31,Bùi Hoài Mỹ,0337429079,9490000,Chị Oanh,Đã xuất hóa đơn VAT
3671,MM024-0140,MM024,21/12/2025,Bùi Hoài Mỹ,84337429079,8541000,Chị An,
3672,MM020-0148,MM020,27/06/2026,Phạm Văn Dung,0356690203,17547500,Anh Yến,
3673,HD00173,MM008,27/04/2025,Nguyen Minh Hoa,0931 968 794,51781500,Chị An,Đã xuất hóa đơn VAT
3674,HD00146,MM017,26/01/2025,Nguyễn Minh Hoa,,7191000,Chị Quân,
3675,HD00141,MM002,16/10/2025,Đặng Thanh Hoa,0891463746,531000,Anh Yến,
3676,HD00147,MM017,24/06/2026,Đặng Thanh Hoa,0891463746,9490000,Chị Sơn,Khách hẹn lấy sau
3677,HD00153,MM010,08/07/2025,Đặng Thanh Hoa,0891463746,27990000,Anh Lâm,
3678,HD00146,MM007,17/06/2025,Huỳnh Tuấn Tuyết,0847269903,7590500,Chị Trang,
3679,HD00152,MM016,07/02/2026,Dương Minh Mai,0760304991,32568500,Chị Vy,
3680,MM024-0141,MM024,28/10/2024,Dương Minh Mai,0760304991,4990000,Anh Hiếu,Đã xuất hóa đơn VAT
3681,HD00142,MM024,2024.09.07,Phan Thi Phuong,0918550764,110970000,Anh Đạt,
3682,MM018-0167,MM018,07/08/2026,Duong Kim Trang,0700611501,6980000,Chị Yến,Trả góp 0%
3683,HD00138,MM012,02/01/2025,Dương Kim Trang,0700611501,5231000,Anh Vy,Đã xuất hóa đơn VAT
3684,MM023-0156,MM023,11/07/2026,Phan Đức Vy,84707115213,13480000,Chị Oanh,Trả góp 0%
3685,MM016-0153,MM016,26/05/2026,Phan Đức Vy,0707115213,8541000,Anh Đạt,
3686,HD00153,MM021,12-8-26,Đỗ Quang Thắng,0775378931,450000,Anh Phương,Đã xuất hóa đơn VAT
3687,MM017-0148,MM017,2026.06.24,Bùi Ngọc Phúc,0848250898,18990000,Chị Giang,
3688,HD00147,MM007,12/05/2026,Bùi Ngọc Phúc,0848250898,8731000,Anh Lan,Khách hẹn lấy sau
3689,HD00141,MM013,04/09/2024,Nguyễn Kim Tuyết,84845375483,19580500,Anh Thu,Khách hẹn lấy sau
3690,MM020-0149,MM020,3-11-24,Phan Gia Khoa,0839185626,2990000,Anh Khoa,Trả góp 0%
3691,HD00160,MM015,14/02/2025,Huỳnh Bảo Lan,0936187316,6165500,Chị Thu,
3692,MM021-0154,MM021,2025.12.04,Huỳnh Bảo Lan,0936187316,3.315.500đ,Chị Giang,
3693,HD00169,MM009,2025.10.27,Huỳnh Bảo Lan,0936187316,67948000,Chị Lâm,Trả góp 0%
3694,MM023-0157,MM023,13/10/2024,Huỳnh Bảo Lan,84936187316,9490000,Chị Yến,
3695,HD00145,MM005,15/03/2025,Nguyễn Kim Tuyết,0827610154,4590000,Anh Yến,Trả góp 0%
3696,MM008-0174,MM008,10/06/2025,Nguyễn Kim Nam,84900579196,6490000,Chị Oanh,
3697,HD00170,MM009,24/08/2026,Ho Bao Hanh,84931295358,3990000,Chị Thắng,Trả góp 0%
3698,MM009-0171,MM009,2025.11.14,Bùi Kim Sơn,0903 237 804,11305500,Anh Trung,Trả góp 0%
3699,HD00146,MM003,04/06/2025,Ngô Thị Thắng,,8240000,Anh Tâm,
3700,HD00179,MM019,4-2-26,Huỳnh Ngọc Như,0335206176,2490000,Anh Bình,Khách hẹn lấy sau
3701,MM009-0172,MM009,15-10-24,Võ Xuân Tú,0915306094,28170500,Anh Lan,
3702,MM009-0173,MM009,15/10/2024,Võ Tuấn Lâm,0771502056,2941000,Anh Như,Khách hẹn lấy sau
3703,MM012-0139,MM012,9-12-24,Võ Hoài Hiếu,0394547725,11980000,Anh Duy,
3704,MM009-0174,MM009,17/08/2024,Vo Hoai Hieu,0394547725,304000,Anh Tuyết,
3705,HD00142,MM002,30/03/2026,Võ Hoài Hiếu,0394547725,36990000,Anh Khoa,Khách hẹn lấy sau
3706,MM001-0160,MM001,23/03/2025,VÕ HOÀI HIẾU,0394547725,9990000,Chị An,
3707,HD00175,MM008,04/01/2026,Le Thanh Son,0837498358,427500,Anh Quyên,Khách hẹn lấy sau
3708,HD00140,MM012,2024.09.06,Le Thanh Son,,15171000,Chị Vinh,
3709,MM004-0138,MM004,06/08/2024,Võ Kim Vy,0334173117,9882000,Anh Huy,
3710,HD00154,MM010,03/07/2026,Ngô Anh Trang,0780384255,40480000,Chị Trang,Khách hẹn lấy sau
3711,MM009-0175,MM009,02/04/2025,NGÔ THỊ THẮNG,0853264471,10225500,Anh Thu,Đã xuất hóa đơn VAT
3712,HD00142,MM013,07/08/2026,Phan Hoài Thu,84358381081,87960000,Anh Long,
3713,HD00170,MM014,16/06/2026,ĐỖ KIM TRANG,84359074805,36.990.000đ,Anh Yến,
3714,HD00168,MM018,24/05/2026,Phạm Tuấn Hoa,0888574617,9680500,Chị Quân,Trả góp 0%
3715,HD00163,MM022,2025.07.18,Pham Tuan Hoa,84888574617,4740500,Chị Duy,
3716,HD00176,MM008,21/03/2025,Hoang Xuan Trang,0893142739,5680500,Anh Trung,
3717,HD00176,MM009,22/07/2026,Hoang Ngoc Thang,0900692031,6291000,Anh Tâm,Khách hẹn lấy sau
3718,MM021-0155,MM021,21-7-25,DƯƠNG HOÀI VINH,0779944490,320000,Anh Thảo,
3719,MM012-0141,MM012,29-7-26,LÊ THANH HIẾU,0890215623,24495500,Anh Huy,
3720,MM001-0161,MM001,2026.04.30,Bùi Xuân Lâm,0864960954,190000,Chị Hiếu,
3721,HD00146,MM005,30-5-25,Ngô Thị Thắng,0760477694,5990000,Chị Đạt,Trả góp 0%
3722,MM015-0161,MM015,23/05/2025,Ngô Thị Thắng,0760477694,33291000,Anh Huy,
3723,HD00139,MM004,10/08/2024,Phan Kim Vy,0982297748,2840500,Anh Huy,
3724,MM016-0154,MM016,2026.02.22,Võ Bảo Thảo,0984439089,2241000,Chị Bình,
3725,HD00180,MM019,22-5-25,Ngô Ngọc Hà,0965135472,1890000,Anh Phong,
3726,HD00149,MM017,10/11/2024,Ngô Ngọc Hà,0965135472,5990000,Anh Phong,
3727,HD00177,MM009,2024.07.11,Ngô Ngọc Hà,,1795500,Chị Đạt,
3728,MM013-0143,MM013,29/05/2025,Dương Gia Hải,0336693689,12340500,Chị Nga,
3729,HD00150,MM020,20/01/2026,Bui Tuan Linh,0337271076,18990000,Chị Duy,
3730,HD00169,MM011,18/12/2025,Lý Thị Quân,0842043365,8191000,Chị Yến,
3731,HD00171,MM014,5-7-26,Lý Thị Quân,0842 043 365,190000,Anh Tâm,
3732,HD00177,MM008,01/05/2025,Lý Thị Quân,0842043365,18990000,Chị Mỹ,Đã xuất hóa đơn VAT
3733,HD00162,MM001,01/11/2024,Lê Quang Vinh,,11390500,Chị Mỹ,
3734,MM005-0147,MM005,2024.11.15,Lê Quang Vinh,0776317944,11390500,Chị Hải,Trả góp 0%
3735,HD00170,MM011,28/08/2024,Phạm Xuân Tú,0867700720,94811500,Chị Giang,Trả góp 0%
3736,HD00141,MM006,30/11/2025,Hồ Minh Hoa,0917089236,5391000,Chị Linh,Trả góp 0%
3737,MM004-0140,MM004,13/10/2025,Hoang Thanh Phong,0333541801,26181000,Anh Mai,Trả góp 0%
3738,HD00151,MM020,16/12/2025,Hoàng Thanh Phong,0333541801,26590500,Chị Hoa,Đã xuất hóa đơn VAT
3739,HD00155,MM016,27/09/2024,Phan Minh Long,0341971653,27990000,Anh Tuyết,
3740,HD00152,MM020,20/05/2026,Phan Minh Long,84341971653,12758500,Anh Tuyết,
3741,HD00169,MM018,21/02/2026,Phan Minh Long,84341971653,3990000,,
3742,HD00148,MM007,04/12/2025,Vo Van Hieu,0825849606,23472000,Chị Vinh,
3743,MM004-0141,MM004,09/08/2026,Trần Hoài Như,0946786122,4491000,Anh Huy,
3744,HD00156,MM021,6-7-25,Nguyễn Đức Long,0947687540,9015500,Anh Huy,Đã xuất hóa đơn VAT
3745,MM007-0149,MM007,22/11/2024,NGÔ VĂN LINH,0338925376,320000,Anh Huy,
3746,MM019-0181,MM019,19-7-24,ĐẶNG GIA NGÂN,0854327706,3591000,Chị Hiếu,
3747,MM016-0156,MM016,22/10/2024,Đặng Gia Ngân,0854327706,2990000,Anh Vy,Trả góp 0%
3748,MM012-0142,MM012,30/05/2026,Bùi Hoài Lâm,84396294353,,Chị Giang,Trả góp 0%
3749,HD00155,MM010,21/10/2024,Bùi Hoài Lâm,,17980000,Chị Giang,
3750,MM014-0172,MM014,18/09/2024,Hoàng Tuấn Vy,0857 480 840,11381000,Chị Quân,
3751,HD00164,MM022,20/01/2026,Lý Hoài An,0787476076,1890000,Anh Thảo,
3752,MM003-0147,MM003,28-6-25,LÝ HOÀI AN,0787476076,15980000,Chị Quân,
3753,MM018-0170,MM018,13/04/2025,Ly Thi Ngan,0904949394,11691000,Anh Khánh,Trả góp 0%
3754,HD00157,MM021,15/09/2025,Ho Anh Dat,84386516007,10831000,Anh Ngân,Trả góp 0%
3755,HD00158,MM023,30-9-24,HỒ ANH ĐẠT,0386516007,18040500,Anh Trung,
3756,MM011-0171,MM011,02/11/2024,Trần Văn Yến,0899898184,9990000,Anh Hoa,
3757,HD00143,MM024,13/04/2025,Trần Văn Yến,0899 898 184,23481000,Anh Vy,
3758,MM007-0150,MM007,12/07/2025,Trần Văn Yến,0899898184,27990000,Anh Tuyết,
3759,MM006-0142,MM006,2025.04.16,Lý Ngọc Thu,0832759330,44681500,Anh Yến,
3760,MM007-0151,MM007,16-6-26,Đặng Tuấn Lâm,84376631609,34992000,Anh Tuyết,Đã xuất hóa đơn VAT
3761,HD00156,MM010,27/12/2025,ĐẶNG TUẤN LÂM,0376631609,18880500,Chị Bình,
3762,MM015-0162,MM015,6-6-26,Đỗ Anh Đạt,0331400412,4990000,Chị Huy,Đã xuất hóa đơn VAT
3763,HD00153,MM020,12/12/2025,Đỗ Anh Đạt,0331400412,2840500,Anh Nga,
3764,MM023-0159,MM023,14-8-24,Do Anh Dat,0331400412,11990000,,
3765,MM017-0150,MM017,07/04/2026,Lý Tuấn Hoa,0964895240,37980000,Chị Linh,
3766,HD00143,MM002,2026.07.22,Lý Tuấn Hoa,0964895240,28791000,Anh Mỹ,
3767,HD00171,MM018,2025.03.31,Lý Tuấn Hoa,,45793000,,
3768,MM016-0157,MM016,05/08/2024,Phan Kim Dung,0887 337 586,9990000,Chị Huy,Khách hẹn lấy sau
3769,HD00158,MM021,2024.11.10,Nguyen Tuan Nhu,0861669480,3490000,Chị Lâm,
3770,HD00178,MM008,05/10/2024,Bùi Quang Bình,0937469239,6490000,Anh Lan,Trả góp 0%
3771,MM012-0143,MM012,21/02/2026,Bui Quang Binh,84937469239,18990000,Anh Tâm,
3772,HD00160,MM023,2-4-25,Bùi Quang Bình,0937469239,651000,Chị Vinh,Khách hẹn lấy sau
3773,HD00142,MM004,9-12-25,Huỳnh Xuân Trung,0977235174,2840500,Chị Quân,
3774,MM013-0144,MM013,7-10-24,Huỳnh Xuân Trung,0977 235 174,10830500,Chị Vy,
3775,HD00159,MM021,2024.08.17,Vũ Xuân Hà,,2990000,,Đã xuất hóa đơn VAT
3776,MM019-0182,MM019,30/09/2025,Trần Đức Ngân,0917932392,7990000,Chị Duy,Khách hẹn lấy sau
3777,HD00157,MM010,11/07/2025,Trần Đức Ngân,0917932392,66460500,Anh Lan,Trả góp 0%
3778,MM018-0172,MM018,2024.11.10,Trần Đức Ngân,0917932392,7990000,Chị Thu,Khách hẹn lấy sau
3779,HD00152,MM007,07/08/2024,Trần Đức Ngân,0917932392,4590000,Anh Tuyết,Khách hẹn lấy sau
3780,HD00148,MM003,2026.01.20,Phan Hoài Tâm,0978 740 641,1500000,Anh Hiếu,Đã xuất hóa đơn VAT
3781,HD00148,MM005,29/10/2025,Phan Hoài Tâm,0978740641,12730500,Anh Vy,Khách hẹn lấy sau
3782,HD00151,MM017,28/08/2026,Hoàng Xuân Hải,0367507125,4740500,Anh Khoa,Trả góp 0%
3783,HD00149,MM005,2025.12.04,Hoàng Xuân Hải,,12340500,Chị Hiếu,
3784,HD00143,MM004,02/12/2025,Hoàng Xuân Hải,0367507125,37480000,Anh Tâm,Trả góp 0%
3785,HD00149,MM003,2025.08.07,Võ Tuấn Phương,0979339732,2840500,Anh Đạt,
3786,MM012-0144,MM012,2026.07.15,Võ Tuấn Phương,0979339732,45281000,Anh Hoa,Đã xuất hóa đơn VAT
3787,MM020-0154,MM020,08/08/2026,Võ Tuấn Phương,0979339732,3591000,Chị Trang,Đã xuất hóa đơn VAT
3788,MM012-0145,MM012,08/11/2025,Võ Tuấn Phương,84979339732,1890000,Chị Long,
3789,HD00144,MM002,03/07/2024,Ngô Thị Phúc,0349187640,31990000,Anh Tuyết,
3790,HD00150,MM005,26/08/2026,NGÔ THỊ PHÚC,0349187640,18990000,Chị Huy,
3791,MM013-0145,MM013,10/12/2025,Ngo Thi Phuc,0349187640,34120500,Chị Ngân,Đã xuất hóa đơn VAT
3792,MM007-0153,MM007,28/03/2026,Vu Duc Tu,0354488241,45622000,Anh Mỹ,Đã xuất hóa đơn VAT
3793,HD00152,MM017,8-7-26,VŨ ĐỨC TÚ,0354488241,3990000,Anh Bình,
3794,HD00179,MM008,23-10-25,Nguyễn Đức Lâm,0820032439,28791000,Chị Oanh,Đã xuất hóa đơn VAT
3795,HD00146,MM012,19/11/2025,Pham Quang Phong,0827139537,750000,Anh Ngân,Đã xuất hóa đơn VAT
3796,HD00163,MM001,16-6-25,Bùi Minh Long,0869017783,23980000,Chị Bình,
3797,HD00173,MM018,11-7-25,Bui Minh Long,0869017783,18990000,Anh Tuyết,
3798,MM013-0146,MM013,3-4-26,HOÀNG TUẤN DUY,0770925494,2990000,Anh Thu,
3799,HD00147,MM013,08/07/2024,Hoàng Tuấn Duy,0770925494,46980000,Chị Long,
3800,MM008-0180,MM008,05/03/2025,Vũ Tuấn Quyên,0858233316,18031000,Chị Thu,
3801,HD00153,MM017,28/11/2025,Lý Đức Linh,84896025023,1890000,Chị Lan,
3802,MM004-0144,MM004,2025.09.29,HỒ HỮU LINH,0791668143,4990000,Chị Yến,Trả góp 0%
3803,HD00154,MM007,3-10-24,Hồ Tuấn Hoa,0857502868,18990000,Anh Yến,
3804,HD00172,MM011,7-1-26,Ho Tuan Hoa,0857502868,27990000,Chị Mỹ,Trả góp 0%
3805,MM018-0174,MM018,27-5-26,Hồ Tuấn Hoa,84857502868,2990000,Chị Mỹ,Đã xuất hóa đơn VAT
3806,MM021-0160,MM021,21-4-26,Đặng Gia Đạt,0339105190,5231000,Anh Ngân,Trả góp 0%
3807,MM003-0150,MM003,28-12-25,ĐẶNG GIA ĐẠT,84339105190,33291000,Anh Ngân,Trả góp 0%
3808,MM004-0145,MM004,03/05/2026,VŨ KIM HIẾU,0938755095,26397500,,
3809,HD00143,MM006,05/04/2026,Phan Anh Hiếu,0344522431,35140500,Chị Vy,
3810,HD00163,MM015,20/06/2026,Huỳnh Đức Huy,0797746822,14231000,Chị Giang,Khách hẹn lấy sau
3811,HD00151,MM005,13/07/2024,Huỳnh Đức Huy,0797746822,27990000,Chị Trang,
3812,HD00158,MM010,2025.08.02,Nguyen Kim My,0948323649,1890000,Chị Mỹ,Trả góp 0%
3813,HD00165,MM022,2026.08.05,Le Kim Long,0703957370,18990000,Chị An,Khách hẹn lấy sau
3814,HD00147,MM012,20/12/2024,Lê Kim Long,0703 957 370,9990000,Anh Mai,Đã xuất hóa đơn VAT
3815,MM009-0178,MM009,11-8-24,Hồ Thị Mỹ,0700882442,10960000,Anh Yến,
3816,HD00146,MM004,18-7-25,Hồ Thị Mỹ,0700882442,4131000,Anh Yến,Khách hẹn lấy sau
3817,MM004-0147,MM004,01/11/2024,Đỗ Hoài Hiếu,0330446069,2241000,Chị An,Khách hẹn lấy sau
3818,HD00151,MM003,27/03/2026,Võ Văn Thu,0708315683,7990000,Anh Long,
3819,MM012-0148,MM012,4-6-26,Huỳnh Xuân Vy,0819130901,4740500,Chị Bình,
3820,HD00149,MM012,14/07/2026,Ho Van Quan,0852741163,36980000,Anh Trung,
3821,MM006-0144,MM006,2025.04.19,Hồ Văn Quân,0852741163,5841000,Chị Vy,
3822,HD00148,MM004,19/11/2025,Ngô Đức Quân,0897213115,6401500,Chị Thu,
